@RELATION knee_OA_GLCM_SOFT_ROI

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE class {OA,no_OA}

@DATA
0.28126607031703516,0.4626191276618311,0.1732348950168379,0.11904446215026537,0.5885083338043686,0.03775541558672006,no_OA
0.1890582531615837,0.3531661273808848,0.2599778617849047,0.18681470971717035,0.6912756829963939,0.06871160279096744,no_OA
0.07999954714626227,0.16108778578445523,0.5735378238991873,0.48199412022720417,0.7625249028863645,0.2865795176277861,no_OA
0.16107439884261243,0.3034883736475068,0.3160913056679059,0.25207338145064084,0.5788263791755677,0.10517402182452051,no_OA
0.16431703164767242,0.32634022523762296,0.3066322147152749,0.20449917014313063,0.33306818335376476,0.07799964092315317,no_OA
0.34942374494481665,0.526907565791529,0.14466357076267547,0.10108847528426346,0.5496285852318895,0.03057793060716751,no_OA
0.31557036055399396,0.4992730109220558,0.1507226168136168,0.10380542506686019,0.5128935042197116,0.03163833852072093,no_OA
0.08958272761230288,0.21128610968284708,0.44664000705327767,0.28121182103956777,0.6842050357056251,0.12311366010892764,no_OA
0.14595654029848948,0.29868184662778585,0.33274716612560085,0.2151201873760038,0.48681410404755504,0.08347106706983694,no_OA
0.31501221349008546,0.4679587930514504,0.2150102551313229,0.11676774570494369,0.4876563893431963,0.03669305839603591,no_OA
0.3297652086162367,0.5084384666823459,0.1526279662117266,0.08875944493014179,0.4981283842061153,0.025970061513677038,no_OA
0.8951638617465131,0.9261174766733242,0.01956423431564125,0.012891345578034286,0.8766601038910516,0.003051401265898368,no_OA
0.7166172949313432,0.8101063019912452,0.04870014754640126,0.020462093747336818,0.7405463097386391,0.004929356646946933,no_OA
0.1063573114675244,0.22825476169946948,0.446226108635039,0.28660584087068736,0.5833856049282672,0.12691420530012215,no_OA
0.1110115836613803,0.23532279602664066,0.4386467730789336,0.3305778292494692,0.23003226321548487,0.15861610558581787,no_OA
0.22045649830132275,0.3762783239701599,0.24337067940416737,0.1992583105963256,0.596781351296259,0.07513433500169493,no_OA
0.30827087094268946,0.4920400771733515,0.1581495853261989,0.11147712501236723,0.4635887872879877,0.03474755010916189,no_OA
0.22408554129967423,0.40391657278368576,0.21286008468283193,0.12118256704630148,0.6884787143588958,0.03843353708327009,no_OA
0.19827230551360253,0.37098754727044536,0.24414519492190398,0.14424125246552116,0.5509808643201235,0.048272630766459296,no_OA
0.15345328454573665,0.31624706291320137,0.2928306974987577,0.1889494243014611,0.49509217995821997,0.06961107950856082,no_OA
0.16511144887475737,0.3273800419043651,0.3102877861697233,0.18932226207548125,0.3988885117603624,0.06982540784510312,no_OA
0.27761796643586123,0.4509491668399336,0.2006263098231136,0.15977500649731102,0.48950606080945586,0.055555059492239114,no_OA
0.18581037862646355,0.34660613459181533,0.27699357666049806,0.1951696735736001,0.6236272195782167,0.07277821533691506,no_OA
0.2688484384722332,0.43647450643641406,0.2126511047886722,0.16427506327879082,0.3701929910130417,0.05770505979695241,no_OA
0.22476419423861488,0.40070735554542625,0.21765086272729914,0.1407603286518208,0.6112299062317709,0.0468448280838311,no_OA
0.1890038491670315,0.3613063839387559,0.24099061879438263,0.15165696314707416,0.4367542986478404,0.051640143509138314,no_OA
0.20306615238563963,0.3152841616374753,0.40688541021292435,0.35138301303857294,0.6220710283104448,0.17430951634303582,no_OA
0.27763065523453617,0.4094954177525525,0.30393792038215117,0.25796781925297335,0.5157176815740746,0.1095723437536182,no_OA
0.2825608476895308,0.4092642087371092,0.2929836799415033,0.24334107553891582,0.5014354338348437,0.100153536059437,no_OA
0.2393716440685172,0.37941373818514534,0.3096672629017201,0.24839758559957642,0.548526233665482,0.10346198344215549,no_OA
0.2032452662045513,0.3833843212681892,0.22078037220664218,0.139358056124333,0.39989508687225767,0.046138420639400324,no_OA
0.17084271395614165,0.32364052931386234,0.31912412960982905,0.20111356829010396,0.16467362521751527,0.07593198725104165,no_OA
0.18746453208409242,0.3453623407531372,0.2813087983577187,0.2451511658355257,0.4764544600942241,0.10114672803728603,no_OA
0.040351469303342415,0.10753711640903113,0.6507515406449351,0.47090136590427895,0.4776998715848783,0.2738111483343224,no_OA
0.21901772823451904,0.3785018386232729,0.25456445183229315,0.18917832039449956,0.45189703137827963,0.07016036660639222,no_OA
0.14590992256597468,0.2947959746968527,0.3366513735365759,0.19865024981140272,0.5826450901443879,0.07463513430439983,no_OA
0.28887628079519,0.4445891351580309,0.2128279784853576,0.15474917444982278,0.5825508411844598,0.053102123625372574,no_OA
0.38906211929809575,0.5554920975300965,0.1443427946965589,0.08574298368791583,0.4634449219171691,0.024942231144789575,no_OA
0.32234403736109757,0.48920485527960544,0.16562190009396852,0.1493065100933152,0.3064625800712337,0.050595944535633694,no_OA
0.26608653321299824,0.4297140006473459,0.2216471953698528,0.17122435824633286,0.35119094381578325,0.06130420140734272,no_OA
0.24430278173088954,0.4299966324422896,0.18158778036155523,0.11882504660916476,0.3138428554707069,0.037447867356865255,no_OA
0.17291809848590234,0.33664281989778644,0.27275889148002197,0.15080087999475555,0.4631041168906491,0.05114931627542352,no_OA
0.17730520528569604,0.35592616761866547,0.23001041911079514,0.16218942491792881,0.35033893547418876,0.056512486031273235,no_OA
0.16612489916448236,0.33935527531996246,0.2603295594348315,0.1678679846181675,0.3895335682756126,0.05932734186590358,no_OA
0.268809305738703,0.44168387674467857,0.19395452040709768,0.11983299450088558,0.3568291315315933,0.038022393971272286,no_OA
0.27454652835871757,0.4642134416106902,0.1620649582007326,0.1032811361468492,0.389843834382855,0.03134903355793622,no_OA
0.05768452154066306,0.13961916892406592,0.5909579685164718,0.45198737949608253,0.22089482822681683,0.25732815259797015,no_OA
0.20855756789767915,0.37151457743999916,0.27837566471694053,0.15797813095791247,0.7348791514929803,0.05446919120144818,no_OA
0.18267508353636241,0.33208868930118274,0.34170082110511923,0.20196620104460133,0.5478914628830479,0.07643557433038176,no_OA
0.2110633323483827,0.37306156932701173,0.24945468699784337,0.15622824388638068,0.7180153724949194,0.05372875345877999,no_OA
0.3551741127632249,0.5437373189154413,0.10707809233918444,0.09779662470529679,0.4763161520773438,0.029235144332348046,no_OA
0.21220087896416684,0.38387678227798316,0.2369208303718889,0.17078940315857244,0.4201868011345372,0.060673826218660076,no_OA
0.21735983354900984,0.38493687386026687,0.2445862922161854,0.16047000538447515,0.5195180055249635,0.055655111788211406,no_OA
0.294032631045959,0.4832410991416718,0.14401761303275615,0.100149895437213,0.7180469966167261,0.030493304568762775,no_OA
0.26791695745572347,0.45652613735207104,0.15422712165153077,0.09843435472661202,0.5881517987989358,0.02966482664664492,no_OA
0.24782790895855117,0.41315006417722067,0.22953714339134482,0.16976032959167686,0.29243620935458225,0.06019391631695302,no_OA
0.08926730955598998,0.22317179573803372,0.3709914979580766,0.28542510891839196,0.42846879862950266,0.12588974244979068,no_OA
0.11552479273702364,0.27085578604510696,0.29709384895886504,0.2215992144543094,0.533080418410569,0.08737546318731149,no_OA
0.23530046084531064,0.4071896655705781,0.2080594182351899,0.1574037327172665,0.49561381017571854,0.054339981510853785,no_OA
0.18858791715649575,0.3395998089193103,0.28628561361504257,0.1986998067273839,0.6379708906528083,0.07479234646711963,no_OA
0.18066569668756,0.3321538038602163,0.30691470540590227,0.22298702871781406,0.1380540375072275,0.08819849684273016,no_OA
0.34965271038726087,0.5139872521814839,0.16498242207996636,0.13579157768657008,0.5452374166984646,0.04458364967859392,no_OA
0.11630933651443869,0.25932548379310405,0.3533985907592647,0.27160601486698793,0.4921282341874479,0.11724667247778091,no_OA
0.10015757936006255,0.22724454605761382,0.4074371133628748,0.30026074301276207,0.5614818581304328,0.13582319395253248,no_OA
0.3439064208102493,0.5179255022601856,0.15732003535178588,0.08961003525549663,0.5499139241477267,0.026232281818947777,no_OA
0.25379606954556994,0.42887108329188117,0.2041137930510871,0.12297545909408769,0.5206841799085081,0.03915000117039198,no_OA
0.19240966321906883,0.3591353353844601,0.26225972874233183,0.14972289228322888,0.579739290306716,0.05072692543086613,no_OA
0.19254232788488745,0.357437574511304,0.2594268000051655,0.1743316398925538,0.5228837675274515,0.06222565212952744,no_OA
0.18139586248397166,0.350840647778648,0.26123559852862654,0.17682786416735918,0.32981367310863197,0.06361308313479291,no_OA
0.15991214189880132,0.3131938565435982,0.3402511580986588,0.19935795310880788,0.44138189138509426,0.07504148139120854,no_OA
0.15409788059033674,0.30998831675856964,0.31534685580427757,0.21011341579290116,0.6390599303042162,0.0807258110145578,no_OA
0.15603935107730638,0.3053692112252223,0.3247659893337381,0.22725282402157537,0.5808254462578234,0.0903022329551163,no_OA
0.15601145045638837,0.3219553575339643,0.27895336196851495,0.22116321197686345,0.3635513147613234,0.08717731328716143,no_OA
0.14567547407784165,0.3089487210688381,0.2909020325432953,0.24079345347986425,0.3291825970307964,0.09886982731457973,no_OA
0.24568308867225658,0.3926776611517063,0.24557607020710867,0.22545508520160773,0.5220532351409373,0.08976207407664799,no_OA
0.3726681101722896,0.5518262329491448,0.1263273702161232,0.10106380269600096,0.5026527575235358,0.030564831268838067,no_OA
0.23791911654029957,0.40619010190012894,0.2287854754250865,0.19063514818345928,0.5824892936968145,0.07043077350226745,no_OA
0.37920056733892965,0.5425948479832299,0.16219370010919995,0.09385451644741649,0.437944686841864,0.027884862321811536,no_OA
0.3691864353078469,0.5236513156304959,0.19544492879287859,0.11210440281583917,0.5176281200874684,0.034834064268104814,no_OA
0.21944611848230505,0.36985607131873155,0.29361768215329886,0.19520648804102786,0.3687794199816541,0.07284113980638204,no_OA
0.19190214542393869,0.3516101688844395,0.2754252372697179,0.1932808029722034,0.297258070003923,0.07195045698626956,no_OA
0.3169918016008786,0.4962639779667496,0.14385815007021982,0.16413141306556422,0.34029673764380275,0.05773015370897594,no_OA
0.23396904171823069,0.3825300230470007,0.27775718974663866,0.22959694448217005,0.506041840905029,0.09185177085310592,no_OA
0.22717753676532532,0.3807164515308519,0.26642315498011915,0.19806733543103905,0.5477912728101151,0.07449566706867518,no_OA
0.24199782392814073,0.4000614870180226,0.25220829634668884,0.168581698121072,0.45300683928879265,0.059604589531718044,no_OA
0.1961262168851508,0.3569973971019009,0.27472600065472463,0.16505576281621326,0.5407878032198681,0.057766539905514905,no_OA
0.17932336720203995,0.33843525127995044,0.287668897949087,0.17926966147682333,0.4422072676011409,0.06475762101178685,no_OA
0.21842460878828152,0.38331518624683414,0.2532870499173657,0.16920759463486718,0.4848457011161674,0.059929529762564354,no_OA
0.23606516079021855,0.3814106909363598,0.26324394218745917,0.24085505950017677,0.5856366075068178,0.09874560494608234,no_OA
0.35888998310134085,0.5348941795627346,0.13052557594893902,0.11381374191819904,0.41390787977920585,0.03566712794254816,no_OA
0.2637503089413184,0.4404914474179308,0.20336190547467034,0.1262090516088572,0.47860619171053737,0.04053195214190135,no_OA
0.25589991711207793,0.4214462557459683,0.2509890506114687,0.17094813635324574,0.37196238960680444,0.06096666064906714,no_OA
0.24685289702953156,0.4162183728413036,0.22658333790240878,0.15428625538397733,0.5995068506478562,0.05275680715211782,no_OA
0.2767789824047856,0.45768644475699394,0.18984609779357245,0.10572155879021566,0.5728257329771448,0.032223998483497496,no_OA
0.17730125783867845,0.32382869728476327,0.3472098595523734,0.2223577029644871,0.5167070223621134,0.08755949848014717,no_OA
0.2258679234590989,0.3860262949185739,0.2716319796260145,0.1575129702635798,0.3990664195176635,0.05442378945561217,no_OA
0.18903203557366738,0.3572017502645709,0.2504973283068096,0.17496411281150287,0.3787605730517159,0.06280646283089715,no_OA
0.1378939356794947,0.27943386952059956,0.3617439336947563,0.2203154355136525,0.5756767857911308,0.08653246892490403,no_OA
0.28700036946469143,0.4568692343937272,0.19814075648748966,0.10921203382806705,0.43774733928846465,0.033645365236634195,no_OA
0.15653760623251606,0.3064735883593902,0.3403243440367989,0.21917805159631248,0.4337983620166185,0.08574522698146358,no_OA
0.1516475374964622,0.302480674505037,0.3418761333077859,0.19356504795347373,0.4918429706948244,0.07209564524030962,no_OA
0.19546857083139968,0.34571458360448826,0.27771051950064274,0.23320570176888117,0.705947058320568,0.09382654574002584,no_OA
0.27624349081654864,0.4529372585229743,0.15533665084205814,0.16655162141749746,0.6184380782737469,0.058574515392850385,no_OA
0.25144217633391314,0.4112757415734507,0.220786837218335,0.19581181912318685,0.5885785183942835,0.07385392938482706,no_OA
0.2509393821777753,0.4119233966065341,0.2452188699972104,0.14545162618306223,0.40479691855218225,0.04875875505978129,no_OA
0.1949077047703453,0.33828586532405047,0.3276318426024446,0.20639056245694676,0.4607350530512103,0.07865604580523698,no_OA
0.0951905472876535,0.22357127050140582,0.4146682550062316,0.2658556009892077,0.562523851184033,0.11343766973551207,no_OA
0.5842009591716396,0.7014024434586781,0.08210002359052096,0.04708684261128873,0.7895881871043988,0.012254831209970896,no_OA
0.33017074974000704,0.5107709120076533,0.15911189847144921,0.0882271610955229,0.49450532680887305,0.025751819756426503,no_OA
0.008034020306793014,0.03157517303016619,0.8204284196848807,0.7031969610667033,0.5122475718398666,0.533070766541156,no_OA
0.12991112442389585,0.2840061389216455,0.3224920077268686,0.2142122547654312,0.2435347349964574,0.08313054492206848,no_OA
0.14495498735612017,0.2851011745550348,0.37771904419958735,0.2522706037156417,0.3286005010455783,0.10513932748309197,no_OA
0.2993128321653364,0.47898839987670827,0.18637728818964686,0.1038376943979567,0.6500296678965399,0.03159907712994092,no_OA
0.18170217972207603,0.33428422232809674,0.3075007856640888,0.18863119312703547,0.31820947023517077,0.0694982030994533,no_OA
0.18486207076778616,0.35886846991441546,0.23259842765678654,0.19313386619364026,0.11903662285328726,0.07168444784801116,no_OA
0.18108099238344266,0.33023655674704355,0.3048095773294387,0.2311666650968926,0.5523989591648916,0.09239342813858199,no_OA
0.2616274409655821,0.44694368038314436,0.16299114258113864,0.13519701552295288,0.47961267661271595,0.04428047315161672,no_OA
0.27417299363674497,0.44852749297676775,0.19139444838580885,0.12322391511027392,0.5811552318741567,0.039218090202759126,no_OA
0.29426083293988464,0.47093130433371166,0.1724720158738268,0.13293643564626945,0.35799306530771235,0.043351515861587905,no_OA
0.29149854140125087,0.47865526549011306,0.16746487539896762,0.10648144781006935,0.44168169481563335,0.03259140018750897,no_OA
0.2104677476460941,0.37430974422731167,0.2520153791243487,0.1537759783213487,0.35166798173414493,0.05266495397478661,no_OA
0.13628172994108334,0.2864358273241402,0.3376083435501128,0.22742797914780255,0.7287879207171624,0.09036885412496533,no_OA
0.13730937222021422,0.2882348319478192,0.3406541983515786,0.21762607197676825,0.5535186155046334,0.08536822133775465,no_OA
0.1151111296456435,0.2531936048276965,0.375776116955978,0.22847844084410157,0.5737120057753027,0.09113293574609956,no_OA
